construction_type,new_construction,elevator,floors_in_the_building,floor_area,number_of_rooms,number_of_bathrooms,ceiling_height,floor,balcony,furniture,renovation,price,currency,datetime,reg_id,Latitude,Longitude
Stone,0.0,0.0,3.0,36.0,1.0,1.0,2.6,3.0,Not available,Available,Cosmetic Renovation,27000.0,USD,2022-11-25,9,40.2928735,44.3505077
Stone,0.0,0.0,5.0,48.0,1.0,1.0,3.0,2.0,Not available,Available,Old Renovation,19000.0,USD,2022-11-25,9,40.3822607,43.8782737
Stone,0.0,0.0,1.0,2000.0,4.0,2.0,3.0,1.0,Closed balcony,Available,Old Renovation,25000.0,USD,2022-11-25,9,40.3822607,43.8782737
Stone,1.0,0.0,1.0,700.0,6.0,2.0,3.0,1.0,Closed balcony,Available,Old Renovation,30000.0,USD,2022-11-25,9,40.3822607,43.8782737
Stone,0.0,0.0,4.0,52.0,2.0,1.0,2.8,3.0,Closed balcony,By agreement,Partial Renovation,52000.0,USD,2022-11-25,9,40.2928735,44.3505077
Stone,0.0,0.0,3.0,67.0,3.0,1.0,2.8,2.0,Not available,Available,Major Renovation,30000.0,USD,2022-11-25,9,40.3822607,43.8782737
Stone,0.0,0.0,5.0,62.0,3.0,1.0,2.8,3.0,Open balcony,,Old Renovation,50000.0,USD,2022-11-25,9,40.1896545,44.5038769
Stone,0.0,0.0,5.0,76.0,3.0,1.0,2.8,5.0,Open balcony,Available,Euro Renovation,60000.0,USD,2022-11-25,9,40.2886412,44.3619325
Stone,0.0,0.0,2.0,70.0,3.0,1.0,2.8,2.0,Closed balcony,,Old Renovation,30000.0,USD,2022-11-25,9,40.2984751,44.3516324
Stone,0.0,0.0,5.0,53.0,2.0,1.0,2.8,2.0,Open balcony,,Partial Renovation,40500.0,USD,2022-11-25,9,40.2591212,44.1793418
Stone,0.0,0.0,4.0,60.0,3.0,1.0,2.8,3.0,Open balcony,,Old Renovation,16000.0,USD,2022-11-25,9,40.5922068,44.3574379
Stone,0.0,0.0,5.0,45.0,2.0,1.0,2.7,1.0,Not available,,Cosmetic Renovation,121.68,AMD,2022-11-25,9,40.5922068,44.3574379
Stone,0.0,0.0,5.0,48.0,2.0,2.0,2.7,3.0,Closed balcony,,Old Renovation,38000.0,USD,2022-11-25,9,40.2591212,44.1793418
Stone,1.0,0.0,5.0,106.0,4.0,1.0,2.7,1.0,Closed balcony,,Cosmetic Renovation,59000.0,USD,2022-11-25,9,40.2591212,44.1793418
Stone,0.0,0.0,1.0,110.0,4.0,1.0,3.0,1.0,Open balcony,,Major Renovation,65000.0,USD,2022-11-25,9,40.5922068,44.3574379
Panels,0.0,0.0,5.0,77.0,3.0,2.0,2.7,5.0,Open balcony,,Designer Renovation,80000.0,USD,2022-11-25,9,40.2591212,44.1793418
Stone,0.0,0.0,5.0,64.0,2.0,1.0,2.75,2.0,Open balcony,Not available,Partial Renovation,47000.0,USD,2022-11-25,9,40.2853508,44.3551238
Stone,0.0,0.0,5.0,74.0,3.0,2.0,2.6,3.0,Open balcony,,Old Renovation,45000.0,USD,2022-11-25,9,40.2823326,44.3564213
Stone,0.0,0.0,4.0,56.0,3.0,1.0,2.8,3.0,Closed balcony,,Partial Renovation,17500.0,USD,2022-11-25,9,40.3822607,43.8782737
Stone,0.0,0.0,3.0,239.0,5.0,2.0,3.0,3.0,Open balcony,,Partial Renovation,53000.0,USD,2022-11-25,9,40.3278465,44.3717601
Stone,0.0,0.0,5.0,63.0,3.0,1.0,2.5,5.0,Closed balcony,,Euro Renovation,60000.0,USD,2022-12-15,9,40.2591212,44.1793418
Stone,1.0,0.0,2.0,36.0,2.0,1.0,3.0,1.0,Open balcony,Not available,Major Renovation,51000.0,USD,2022-12-15,9,40.2591212,44.1793418
Stone,1.0,0.0,3.0,33.0,1.0,1.0,3.0,1.0,Open balcony,Not available,No Renovation,49000.0,USD,2022-12-15,9,40.2591212,44.1793418
Stone,0.0,0.0,5.0,79.0,3.0,2.0,2.8,1.0,Closed balcony,,Partial Renovation,20000.0,USD,2022-12-15,9,40.3847484,43.8784572
Stone,0.0,0.0,4.0,73.0,4.0,1.0,2.7,2.0,Closed balcony,By agreement,Cosmetic Renovation,40000.0,USD,2022-12-15,9,40.2842388,44.3572094
Stone,0.0,0.0,5.0,74.0,3.0,1.0,2.75,2.0,Multiple balconies,,Cosmetic Renovation,70000.0,USD,2022-12-15,9,40.2591212,44.1793418
Stone,0.0,0.0,3.0,47.0,2.0,1.0,2.8,2.0,Open balcony,Available,Euro Renovation,65000.0,USD,2022-12-15,9,40.2591212,44.1793418
Stone,1.0,0.0,1.0,162.0,7.0,1.0,3.2,1.0,Open balcony,,Cosmetic Renovation,65000.0,USD,2022-12-15,9,40.2591212,44.1793418
Stone,0.0,0.0,3.0,51.0,3.0,1.0,2.7,1.0,Not available,Not available,Cosmetic Renovation,15000.0,USD,2022-12-15,9,40.2980046,43.765332
Stone,0.0,0.0,5.0,72.0,3.0,1.0,3.0,3.0,Open balcony,Available,Major Renovation,73000.0,USD,2022-12-15,9,40.2872342,44.3602508
Stone,0.0,0.0,1.0,189.0,5.0,1.0,2.6,1.0,Open balcony,,Old Renovation,10000.0,USD,2022-12-15,9,40.4266002,43.9033755
Stone,0.0,0.0,5.0,72.0,3.0,1.0,3.0,3.0,Open balcony,Available,Major Renovation,73000.0,USD,2022-12-15,9,40.2928735,44.3505077
Stone,0.0,0.0,4.0,75.0,3.0,1.0,2.5,3.0,Closed balcony,Partial Furniture,Cosmetic Renovation,57500.0,USD,2022-12-15,9,40.2842388,44.3572094
Monolith,1.0,1.0,18.0,52.0,2.0,1.0,3.0,11.0,Open balcony,Not available,No Renovation,92000.0,USD,2022-12-15,9,40.1820719,44.5714938
Stone,0.0,0.0,5.0,72.0,3.0,1.0,3.0,3.0,Open balcony,Available,Major Renovation,75000.0,USD,2022-12-15,9,40.2928735,44.3505077
Stone,0.0,0.0,4.0,72.0,4.0,2.0,2.6,1.0,Not available,By agreement,Major Renovation,70000.0,USD,2022-12-15,9,40.2823326,44.3564213
Stone,0.0,0.0,5.0,98.0,4.0,1.0,2.75,1.0,Multiple balconies,Not available,Old Renovation,81.11999999999999,AMD,2022-12-15,9,40.5922068,44.3574379
Stone,0.0,0.0,4.0,37.0,1.0,1.0,2.7,3.0,Closed balcony,Not available,Cosmetic Renovation,81.11999999999999,AMD,2022-12-15,9,40.5922068,44.3574379
Stone,0.0,0.0,2.0,91.0,3.0,1.0,3.0,2.0,Not available,Not available,Old Renovation,15000.0,USD,2022-12-15,9,40.2654304,44.3099177
Stone,0.0,0.0,3.0,67.0,3.0,1.0,2.8,2.0,Not available,Not available,Major Renovation,30000.0,USD,2022-12-15,9,40.3822607,43.8782737
Panels,1.0,0.0,4.0,104.0,3.0,1.0,2.8,2.0,Multiple balconies,Not available,Major Renovation,120000.0,USD,2022-12-15,9,40.2928735,44.3505077
Stone,0.0,0.0,5.0,78.0,3.0,1.0,2.8,1.0,Open balcony,By agreement,Major Renovation,70000.0,USD,2022-12-15,9,40.2928735,44.3505077
Stone,0.0,0.0,5.0,52.0,2.0,1.0,2.7,4.0,Closed balcony,Available,Cosmetic Renovation,57000.0,USD,2022-12-15,9,40.2928735,44.3505077
Stone,1.0,0.0,2.0,150.0,5.0,1.0,2.6,2.0,Not available,,Euro Renovation,1.014,AMD,2022-12-15,9,40.2041713,44.5174196
Panels,0.0,0.0,5.0,68.0,3.0,2.0,3.0,5.0,Multiple balconies,,Cosmetic Renovation,38000.0,USD,2022-11-25,3,39.9535181,44.5519782
Panels,0.0,0.0,5.0,64.0,2.0,1.0,2.7,4.0,Not available,Available,Euro Renovation,59000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,1.0,0.0,5.0,70.0,3.0,1.0,3.0,5.0,Open balcony,,Cosmetic Renovation,40000.0,USD,2022-11-25,3,39.9766134,44.5201841
Stone,0.0,0.0,5.0,67.0,2.0,1.0,2.7,5.0,Closed balcony,Available,Euro Renovation,20000.0,USD,2022-11-25,3,,
Stone,0.0,0.0,5.0,80.0,3.0,2.0,2.8,1.0,Not available,Not available,Cosmetic Renovation,56000.0,USD,2022-11-25,3,40.0634518,44.4410909
Stone,0.0,0.0,5.0,62.0,2.0,1.0,2.7,5.0,Open balcony,Available,Euro Renovation,60000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,62.0,2.0,1.0,2.8,3.0,Closed balcony,By agreement,Cosmetic Renovation,40500.0,USD,2022-11-25,3,39.9546017,44.5549443
Panels,0.0,0.0,5.0,96.0,4.0,1.0,2.8,3.0,Multiple balconies,Available,Cosmetic Renovation,135.2,AMD,2022-11-25,3,39.9535181,44.5519782
Stone,0.0,0.0,5.0,40.0,1.0,1.0,2.8,2.0,Open balcony,Not available,Old Renovation,35500.0,USD,2022-11-25,3,39.9595997,44.5410223
Stone,0.0,0.0,5.0,42.0,1.0,1.0,3.0,5.0,Open balcony,,Old Renovation,25000.0,USD,2022-11-25,3,39.9535181,44.5519782
Stone,0.0,0.0,2.0,50.0,3.0,1.0,3.0,1.0,Closed balcony,Not available,Cosmetic Renovation,19500.0,USD,2022-11-25,3,39.9594991,44.548552
Stone,1.0,0.0,5.0,67.0,2.0,1.0,2.8,3.0,Open balcony,Not available,No Renovation,42000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,74.0,3.0,1.0,3.0,5.0,Closed balcony,Available,Major Renovation,155.142,AMD,2022-11-25,3,40.0654915,44.4428837
Stone,0.0,0.0,4.0,46.0,2.0,1.0,2.6,1.0,Not available,,Partial Renovation,20000.0,USD,2022-11-25,3,39.8525397,44.6923711
Panels,0.0,0.0,5.0,80.0,3.0,1.0,2.8,5.0,Multiple balconies,,Major Renovation,70500.0,USD,2022-11-25,3,39.9559745,44.5561324
Panels,0.0,0.0,5.0,45.0,2.0,1.0,2.5,5.0,Open balcony,,Old Renovation,48000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,72.0,3.0,1.0,2.8,4.0,Open balcony,,Old Renovation,30000.0,USD,2022-11-25,3,39.9137183,44.7199404
Panels,0.0,0.0,5.0,62.0,2.0,1.0,2.8,5.0,Multiple balconies,Not available,Major Renovation,45000.0,USD,2022-11-25,3,39.9510807,44.5507235
Panels,0.0,0.0,5.0,62.0,2.0,1.0,2.8,5.0,Multiple balconies,Not available,Major Renovation,45000.0,USD,2022-11-25,3,39.9510807,44.5507235
Panels,0.0,0.0,5.0,77.0,3.0,1.0,2.8,4.0,Closed balcony,Available,Cosmetic Renovation,25000.0,USD,2022-11-25,3,,
Panels,0.0,0.0,5.0,75.0,3.0,1.0,3.0,2.0,Multiple balconies,,Old Renovation,50000.0,USD,2022-11-25,3,39.9535181,44.5519782
Stone,0.0,0.0,3.0,30.0,1.0,1.0,2.8,3.0,Closed balcony,,Euro Renovation,20000.0,USD,2022-11-25,3,39.9994117,44.4673707
Stone,0.0,0.0,5.0,105.0,3.0,2.0,2.8,3.0,Open balcony,Available,Major Renovation,80000.0,USD,2022-11-25,3,39.9595997,44.5410223
Stone,0.0,0.0,5.0,75.0,3.0,1.0,3.2,5.0,Multiple balconies,,Old Renovation,35000.0,USD,2022-11-25,3,40.1425141,44.5232272
Stone,0.0,0.0,3.0,85.0,4.0,2.0,3.0,1.0,Not available,Available,Cosmetic Renovation,81.11999999999999,AMD,2022-11-25,3,40.0072152,44.4880651
Panels,0.0,0.0,5.0,78.0,3.0,1.0,3.5,4.0,Open balcony,Not available,Cosmetic Renovation,45000.0,USD,2022-11-25,3,39.9535181,44.5519782
Stone,0.0,1.0,5.0,72.0,2.0,1.0,2.6,4.0,Open balcony,Available,Partial Renovation,45000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,5109.0,4.0,1.0,2.8,2.0,Open balcony,Not available,Partial Renovation,55.0,USD,2022-11-25,3,39.9535181,44.5519782
Stone,0.0,0.0,2.0,200.0,4.0,1.0,2.75,1.0,Open balcony,,Old Renovation,50000.0,USD,2022-11-25,3,40.0912332,44.4037712
Stone,0.0,0.0,4.0,18.0,1.0,1.0,3.5,3.0,Not available,,Major Renovation,15500.0,USD,2022-11-25,3,39.8525397,44.6923711
Stone,0.0,0.0,5.0,60.0,2.0,1.0,2.8,3.0,Multiple balconies,,No Renovation,25000.0,USD,2022-11-25,3,40.1385377,44.4647579
Stone,1.0,0.0,4.0,120.0,3.0,1.0,2.8,1.0,Closed balcony,By agreement,Euro Renovation,297.44,AMD,2022-11-25,3,39.8522756,44.6964595
Panels,1.0,0.0,5.0,76.0,3.0,1.0,2.8,5.0,Open balcony,,Partial Renovation,35000.0,USD,2022-11-25,3,39.9510807,44.5507235
Stone,0.0,0.0,5.0,82.0,3.0,1.0,2.7,4.0,Closed balcony,,Cosmetic Renovation,60000.0,USD,2022-11-25,3,39.9535181,44.5519782
Panels,0.0,0.0,5.0,100.0,4.0,2.0,3.0,3.0,Not available,By agreement,Cosmetic Renovation,62000.0,USD,2022-11-25,3,39.9535181,44.5519782
Panels,0.0,0.0,5.0,60.0,2.0,1.0,2.7,4.0,Not available,,Major Renovation,48000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,60.0,1.0,2.0,3.0,2.0,Not available,Not available,Partial Renovation,20000.0,USD,2022-11-25,3,,
Stone,0.0,0.0,4.0,36.0,1.0,1.0,2.7,3.0,Open balcony,Not available,Partial Renovation,27000.0,USD,2022-11-25,3,40.0634518,44.4410909
Stone,0.0,0.0,5.0,44.0,1.0,2.0,2.75,2.0,Closed balcony,,Partial Renovation,74.36,AMD,2022-11-25,3,39.9137183,44.7199404
Stone,1.0,0.0,1.0,95.0,4.0,1.0,3.0,1.0,Not available,,No Renovation,45000.0,USD,2022-11-25,3,40.09676049999999,44.4635861
Stone,0.0,0.0,4.0,20.0,1.0,1.0,2.7,3.0,Closed balcony,Not available,Major Renovation,15000.0,USD,2022-11-25,3,39.8502624,44.6956642
Stone,0.0,0.0,5.0,76.0,3.0,1.0,2.8,2.0,Open balcony,By agreement,Euro Renovation,85000.0,USD,2022-11-25,3,39.9529708,44.5571635
Stone,0.0,0.0,5.0,70.0,3.0,1.0,2.8,3.0,Multiple balconies,By agreement,Designer Renovation,72000.0,USD,2022-11-25,3,39.9535181,44.5519782
Stone,0.0,0.0,5.0,70.0,3.0,1.0,2.8,4.0,Open balcony,By agreement,Designer Renovation,65000.0,USD,2022-11-25,3,39.9582634,44.552636
Stone,0.0,0.0,3.0,40.0,2.0,1.0,2.5,1.0,Not available,,Partial Renovation,46000.0,USD,2022-11-25,3,39.9578369,44.5473583
Panels,0.0,0.0,5.0,67.0,3.0,1.0,2.7,5.0,Open balcony,,Major Renovation,47000.0,USD,2022-11-25,3,39.9511058,44.5506812
Stone,0.0,1.0,9.0,62.0,2.0,1.0,2.7,6.0,Open balcony,,Old Renovation,20000.0,USD,2022-11-25,3,,
Stone,1.0,0.0,2.0,220.0,6.0,2.0,3.0,1.0,Not available,Not available,Partial Renovation,80000.0,USD,2022-11-25,3,40.1625284,44.5294763
Stone,0.0,0.0,5.0,65.0,3.0,1.0,2.75,5.0,Open balcony,Available,Major Renovation,162.23999999999998,AMD,2022-11-25,3,39.9578369,44.5473583
Panels,0.0,0.0,5.0,80.0,4.0,2.0,2.8,4.0,Open balcony,Available,Partial Renovation,114.92,AMD,2022-11-25,3,39.9535181,44.5519782
Stone,0.0,0.0,3.0,38.0,1.0,1.0,2.7,2.0,Not available,,Partial Renovation,17000.0,USD,2022-11-25,3,,
Panels,0.0,0.0,5.0,60.0,2.0,1.0,2.7,2.0,Closed balcony,,Major Renovation,55000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,60.0,2.0,1.0,2.75,2.0,Not available,Not available,Major Renovation,55000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,75.0,3.0,1.0,2.75,2.0,Open balcony,,Major Renovation,189.28,AMD,2022-11-25,3,39.9559745,44.5561324
Panels,0.0,0.0,5.0,103.0,5.0,2.0,2.8,2.0,Open balcony,,Euro Renovation,70000.0,USD,2022-11-25,3,39.9731551,44.5178897
Panels,0.0,0.0,5.0,90.0,4.0,2.0,2.7,2.0,Closed balcony,,Old Renovation,58000.0,USD,2022-11-25,3,39.9511058,44.5506812
Stone,0.0,0.0,5.0,58.0,2.0,2.0,2.7,3.0,Closed balcony,Not available,No Renovation,26000.0,USD,2022-11-25,3,40.0634518,44.4410909
Stone,0.0,0.0,1.0,67.0,2.0,1.0,2.8,1.0,Open balcony,,No Renovation,25000.0,USD,2022-11-25,3,40.1220135,44.4007482
Panels,0.0,0.0,5.0,76.0,3.0,1.0,2.8,2.0,Closed balcony,,Old Renovation,50000.0,USD,2022-11-25,3,40.0634518,44.4410909
Stone,0.0,0.0,1.0,60.0,3.0,1.0,3.0,1.0,Open balcony,,No Renovation,47.32,AMD,2022-11-25,3,,
Panels,0.0,0.0,5.0,62.0,2.0,1.0,2.75,3.0,Closed balcony,Available,Major Renovation,55000.0,USD,2022-11-25,3,40.0634518,44.4410909
Stone,0.0,0.0,5.0,128.0,4.0,1.0,2.8,5.0,Not available,,Major Renovation,83000.0,USD,2022-11-25,3,39.9535181,44.5519782
Panels,0.0,0.0,5.0,74.0,3.0,1.0,2.8,3.0,Open balcony,By agreement,Euro Renovation,145.34,AMD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,68.0,3.0,1.0,2.7,4.0,Open balcony,,Partial Renovation,125.06,AMD,2022-11-25,3,39.9535181,44.5519782
Stone,0.0,0.0,4.0,50.0,2.0,1.0,3.0,2.0,Not available,,Cosmetic Renovation,32000.0,USD,2022-11-25,3,40.0634518,44.4410909
Stone,0.0,0.0,3.0,70.0,2.0,1.0,2.5,1.0,Not available,Not available,Old Renovation,45500.0,USD,2022-11-25,3,39.9535181,44.5519782
Panels,0.0,0.0,5.0,62.0,2.0,1.0,2.75,1.0,Closed balcony,,Cosmetic Renovation,39000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,75.0,3.0,1.0,2.8,4.0,Open balcony,By agreement,Major Renovation,50000.0,USD,2022-11-25,3,40.3028553,44.584971
Panels,0.0,0.0,5.0,68.0,3.0,1.0,2.8,5.0,Open balcony,Available,Major Renovation,45000.0,USD,2022-11-25,3,39.9595997,44.5410223
Panels,0.0,0.0,5.0,75.0,3.0,1.0,2.8,5.0,Multiple balconies,Not available,Euro Renovation,43000.0,USD,2022-11-25,3,39.9535181,44.5519782
Stone,1.0,0.0,4.0,50.0,3.0,2.0,3.0,3.0,Not available,,Major Renovation,65000.0,USD,2022-11-25,3,40.1556743,44.43940020000001
Stone,0.0,0.0,1.0,110.0,5.0,2.0,3.0,1.0,Not available,By agreement,Old Renovation,40000.0,USD,2022-11-25,3,40.1468785,44.5701325
Panels,1.0,0.0,5.0,60.0,3.0,1.0,3.0,1.0,Closed balcony,,Major Renovation,50000.0,USD,2022-11-25,3,40.0634518,44.4410909
Stone,0.0,0.0,5.0,82.0,4.0,1.0,2.8,5.0,Open balcony,By agreement,Partial Renovation,53000.0,USD,2022-11-25,3,40.0634518,44.4410909
Stone,0.0,0.0,4.0,100.0,3.0,1.0,3.2,3.0,Closed balcony,Not available,Cosmetic Renovation,68000.0,USD,2022-11-25,3,40.1417905,44.5226384
Stone,0.0,0.0,4.0,60.0,2.0,1.0,2.7,1.0,Open balcony,,Cosmetic Renovation,20000.0,USD,2022-11-25,3,39.8525397,44.6923711
Panels,0.0,0.0,5.0,60.0,2.0,1.0,2.8,1.0,Closed balcony,Available,Major Renovation,53000.0,USD,2022-11-25,3,40.0661914,44.4413039
Stone,0.0,0.0,2.0,3999.0,8.0,2.0,3.5,2.0,Not available,Not available,Old Renovation,300.0,USD,2022-11-25,3,,
Stone,1.0,0.0,1.0,200.0,5.0,2.0,2.8,1.0,Multiple balconies,,Major Renovation,70000.0,USD,2022-11-25,3,40.08916019999999,44.4792997
Panels,0.0,0.0,5.0,64.0,2.0,1.0,2.6,1.0,Closed balcony,,Major Renovation,55000.0,USD,2022-11-25,3,39.9535181,44.5519782
Stone,1.0,0.0,1.0,70.0,3.0,1.0,3.0,1.0,Not available,,Major Renovation,27000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,62.0,2.0,2.0,2.75,2.0,Multiple balconies,Not available,Major Renovation,40000.0,USD,2022-11-25,3,39.9535181,44.5519782
Stone,0.0,0.0,1.0,1500.0,2.0,1.0,2.5,1.0,Not available,,Euro Renovation,50000.0,USD,2022-11-25,3,40.05832669999999,44.4692581
Panels,0.0,0.0,5.0,75.0,3.0,1.0,2.8,1.0,Closed balcony,,Major Renovation,60000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,68.0,3.0,1.0,2.7,5.0,Closed balcony,,Old Renovation,45000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,61.0,2.0,1.0,2.8,4.0,Closed balcony,Not available,Major Renovation,51000.0,USD,2022-11-25,3,40.0634518,44.4410909
Stone,0.0,0.0,4.0,74.0,3.0,1.0,2.8,1.0,Closed balcony,Available,Partial Renovation,53000.0,USD,2022-11-25,3,39.9578369,44.5473583
Panels,0.0,0.0,4.0,18.0,1.0,1.0,2.5,4.0,Open balcony,,No Renovation,20.28,AMD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,43.0,2.0,1.0,2.8,5.0,Closed balcony,,Cosmetic Renovation,29000.0,USD,2022-11-25,3,39.94858989999999,44.5485748
Stone,0.0,0.0,5.0,82.0,3.0,1.0,2.75,3.0,Multiple balconies,,Euro Renovation,68000.0,USD,2022-11-25,3,40.0654915,44.4428837
Panels,0.0,0.0,5.0,61.0,2.0,2.0,3.0,2.0,Open balcony,,Cosmetic Renovation,47000.0,USD,2022-11-25,3,39.9535181,44.5519782
Panels,0.0,0.0,5.0,76.0,3.0,1.0,3.0,5.0,Multiple balconies,Not available,Partial Renovation,40000.0,USD,2022-11-25,3,39.9535181,44.5519782
Panels,1.0,0.0,5.0,58.0,1.0,1.0,2.8,3.0,Closed balcony,Available,Cosmetic Renovation,20000.0,USD,2022-11-25,3,39.70243929999999,44.2990761
Panels,0.0,0.0,5.0,62.0,2.0,1.0,2.7,3.0,Closed balcony,,Major Renovation,1000.0,USD,2022-11-25,3,39.9595997,44.5410223
Stone,0.0,0.0,3.0,85.0,4.0,2.0,3.0,1.0,Not available,,Old Renovation,54.08,AMD,2022-11-25,3,39.9535181,44.5519782
Stone,0.0,0.0,2.0,210.0,5.0,1.0,2.7,2.0,Open balcony,,Partial Renovation,85000.0,USD,2022-11-25,3,40.09676049999999,44.4635861
Stone,0.0,0.0,5.0,74.0,3.0,1.0,2.8,5.0,Open balcony,,Euro Renovation,35000.0,USD,2022-11-25,3,39.9137183,44.7199404
Panels,0.0,0.0,5.0,62.0,2.0,1.0,2.6,2.0,Multiple balconies,,Cosmetic Renovation,55000.0,USD,2022-11-25,3,39.9595997,44.5410223
Stone,1.0,0.0,1.0,340.0,3.0,1.0,3.0,1.0,Not available,,Euro Renovation,63000.0,USD,2022-11-25,3,40.1479131,44.4316784
Stone,0.0,0.0,2.0,100.0,4.0,1.0,3.0,2.0,Open balcony,Not available,Euro Renovation,60000.0,USD,2022-11-25,3,,
Stone,0.0,0.0,5.0,48.0,2.0,1.0,2.5,5.0,Closed balcony,,Old Renovation,32000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,76.0,3.0,1.0,2.8,2.0,Open balcony,,No Renovation,43000.0,USD,2022-11-25,3,40.0634518,44.4410909
Stone,0.0,0.0,5.0,76.0,3.0,1.0,2.7,1.0,Closed balcony,Available,Partial Renovation,18500.0,USD,2022-11-25,3,,
Stone,0.0,0.0,5.0,54.0,2.0,1.0,2.8,5.0,Open balcony,Not available,Old Renovation,43500.0,USD,2022-11-25,3,39.9535181,44.5519782
Stone,0.0,0.0,5.0,75.0,3.0,1.0,2.75,4.0,Multiple balconies,By agreement,Euro Renovation,60000.0,USD,2022-11-25,3,39.96392120000001,44.54239099999999
Panels,0.0,0.0,5.0,68.0,2.0,1.0,2.75,1.0,Closed balcony,,Partial Renovation,42499.0,USD,2022-11-25,3,40.18903239999999,44.5272048
Panels,0.0,0.0,5.0,61.0,2.0,1.0,2.8,3.0,Closed balcony,,Partial Renovation,34000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,77.0,3.0,1.0,2.8,2.0,Open balcony,,Partial Renovation,128.44,AMD,2022-11-25,3,39.94858989999999,44.5485748
Stone,0.0,0.0,2.0,2000.0,5.0,1.0,3.0,2.0,Not available,Available,Partial Renovation,70000.0,USD,2022-11-25,3,39.9535181,44.5519782
Panels,0.0,0.0,5.0,75.0,3.0,1.0,2.8,5.0,Open balcony,,Partial Renovation,37000.0,USD,2022-11-25,3,39.9559745,44.5561324
Stone,0.0,0.0,5.0,50.0,1.0,1.0,2.7,3.0,Closed balcony,,Old Renovation,15000.0,USD,2022-11-25,3,39.8537838,44.6951543
Stone,0.0,0.0,5.0,36.0,2.0,1.0,2.8,2.0,Open balcony,,Partial Renovation,34000.0,USD,2022-11-25,3,40.0654915,44.4428837
Panels,0.0,0.0,5.0,89.0,4.0,1.0,2.7,4.0,Multiple balconies,,Partial Renovation,57.46,AMD,2022-11-25,3,,
Panels,0.0,0.0,5.0,70.0,2.0,1.0,2.8,3.0,Open balcony,,No Renovation,40000.0,USD,2022-11-25,3,39.9731551,44.5178897
Stone,1.0,0.0,3.0,600.0,4.0,1.0,3.2,3.0,Multiple balconies,By agreement,Partial Renovation,185000.0,USD,2022-11-25,3,40.08916019999999,44.4792997
Stone,0.0,0.0,5.0,40.0,1.0,1.0,2.8,2.0,Closed balcony,Not available,Euro Renovation,94.64,AMD,2022-11-25,3,40.0634518,44.4410909
Stone,0.0,0.0,2.0,1200.0,7.0,2.0,3.0,2.0,Open balcony,By agreement,Old Renovation,35000.0,USD,2022-11-25,3,40.60546960000001,44.6153978
Stone,1.0,0.0,4.0,64.0,3.0,1.0,3.0,2.0,Not available,Available,Major Renovation,2.366,AMD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,80.0,4.0,1.0,3.0,5.0,Open balcony,,Partial Renovation,40000.0,USD,2022-11-25,3,40.0634518,44.4410909
Stone,0.0,0.0,3.0,110.0,4.0,1.0,2.7,1.0,Not available,By agreement,Cosmetic Renovation,22000.0,USD,2022-11-25,3,39.872384,44.59066910000001
Stone,0.0,0.0,1.0,130.0,4.0,1.0,3.0,1.0,Not available,,Partial Renovation,40000.0,USD,2022-11-25,3,39.9535181,44.5519782
Stone,0.0,0.0,5.0,120.0,4.0,1.0,2.7,2.0,Multiple balconies,,Major Renovation,80000.0,USD,2022-11-25,3,39.9639212,44.542391
Stone,0.0,0.0,5.0,101.0,3.0,3.0,2.5,4.0,Closed balcony,Not available,Old Renovation,48000.0,USD,2022-11-25,3,39.9535181,44.5519782
Panels,0.0,0.0,5.0,70.0,3.0,1.0,3.0,4.0,Multiple balconies,Not available,Old Renovation,47000.0,USD,2022-11-25,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,85.0,4.0,1.0,2.7,5.0,Closed balcony,,No Renovation,114.92,AMD,2022-11-25,3,40.0634518,44.4410909
Stone,1.0,0.0,3.0,265.0,8.0,2.0,3.5,3.0,Multiple balconies,,Cosmetic Renovation,99000.0,USD,2022-11-25,3,39.8520985,44.6969694
Stone,0.0,0.0,4.0,45.0,2.0,1.0,3.0,4.0,Not available,,Partial Renovation,23000.0,USD,2022-11-25,3,40.0646724,44.4374883
